id,age,gender,income,category,score,email,notes
88,67.0,male,19200.0,United States,0,,Cliente VIP
11,46.0,female,71100.0,us,0,,Nouveau compte
393,33.0,male,63500.0,Canada,0,,Le client a demandé un remboursement
300,44.0,male,18000.0,CAN,0,,Flagged for review
322,45.0,male,70200.0,USA,0,,VIP customer
271,66.0,female,60300.0,USA,1,,Flagged for review
130,52.0,male,218500.0,United States,0,,El cliente solicitó un reembolso
301,46.0,male,128500.0,canada,0,,Necesita seguimiento
57,49.0,male,174300.0,UK,0,,Le client a demandé un remboursement
2,24.0,male,259400.0,Canada,0,,Le client a demandé un remboursement
297,,male,80000.0,united states,0,,Compte fermé
145,44.0,female,10700.0,UK,0,,El cliente solicitó un reembolso
66,46.0,female,29400.0,USA,0,,VIP customer
454,30.0,male,35600.0,UK,0,,Good standing account
453,,male,36400.0,UK,0,,Cliente VIP
265,30.0,male,89900.0,U.S.,0,,El cliente solicitó un reembolso
445,32.0,male,14300.0,USA,0,,Account closed
33,21.0,male,59300.0,Britain,0,,Le client a demandé un remboursement
348,57.0,male,36300.0,U.S.A,0,,Flagged for review
361,32.0,female,7200.0,US,0,,Necesita seguimiento
249,61.0,male,101800.0,UK,0,,New registration
19,39.0,male,29600.0,United States,1,,Necesita seguimiento
403,,male,16500.0,canada,0,,El cliente solicitó un reembolso
9,49.0,male,77100.0,USA,0,,Bon état du compte
48,24.0,male,70200.0,CAN,0,,New registration
39,27.0,female,32100.0,USA,0,,Necesita seguimiento
100,19.0,male,23800.0,Canada,0,,Needs follow-up
234,47.0,male,55500.0,united states,0,,Le client a demandé un remboursement
391,40.0,male,39900.0,U.S.,0,,Necesita seguimiento
456,64.0,male,19700.0,U.S.A,1,,Account closed
188,55.0,male,"$6,300",USA,0,,Needs follow-up
118,60.0,female,47200.0,Canada,0,,Necesita seguimiento
92,64.0,male,10900.0,USA,0,,Flagged for review
448,57.0,male,38600.0,United States,0,,Account closed
283,,male,26500.0,U.S.A,0,,Flagged for review
125,66.0,male,"$10,600",UK,0,,El cliente solicitó un reembolso
326,68.0,male,61700.0,united states,0,,Necesita seguimiento
353,33.0,female,23700.0,United States,0,,Nouveau compte
436,,male,15400.0,United States,0,,Customer requested a refund
253,28.0,male,15600.0,United States,0,,Le client a demandé un remboursement
277,26.0,male,78400.0,U.S.A,0,,Cuenta en buen estado
70,47.0,male,58200.0,Canada,0,,Le client a demandé un remboursement
82,,male,29600.0,US,0,,Le client a demandé un remboursement
200,21.0,female,461900.0,U.S.A,0,,Cliente VIP
275,,male,21400.0,canada,0,,Needs follow-up
247,,male,26200.0,US,1,,Nouveau compte
209,43.0,male,26200.0,USA,0,,Compte fermé
46,54.0,male,25700.0,U.S.,0,,VIP customer
441,,female,19700.0,canada,0,,Account closed
385,26.0,male,28500.0,USA,0,,Bon état du compte
72,,male,4400.0,USA,0,,Needs follow-up
419,,male,40300.0,United States,0,,Cuenta en buen estado
204,56.0,male,22000.0,USA,0,,Account closed
106,21.0,male,113800.0,canada,0,,Cuenta en buen estado
366,46.0,female,49800.0,UK,0,,VIP customer
354,23.0,female,43400.0,USA,1,,Needs follow-up
164,32.0,male,45800.0,UK,0,,Flagged for review
162,19.0,male,23400.0,United States,0,,El cliente solicitó un reembolso
138,62.0,male,56800.0,USA,0,,Nouveau compte
3,41.0,female,59500.0,USA,0,,Flagged for review
386,32.0,female,18200.0,us,0,,Account closed
239,28.0,male,37200.0,united states,0,,El cliente solicitó un reembolso
457,,male,63500.0,USA,0,,Cliente VIP
71,34.0,male,24600.0,United States,0,,Flagged for review
192,20.0,male,23200.0,USA,0,,VIP customer
135,25.0,male,46100.0,U.S.,0,,Nouveau compte
134,64.0,male,52600.0,united states,0,,VIP customer
355,57.0,male,33700.0,United States,0,,Needs follow-up
195,27.0,male,124200.0,United States,0,,VIP customer
330,68.0,male,14000.0,US,0,,Cuenta en buen estado
13,,male,66500.0,U.S.A,0,,VIP customer
98,,male,39700.0,canada,0,,Cliente VIP
321,,male,14000.0,us,0,,Bon état du compte
16,52.0,male,40900.0,Britain,0,,Bon état du compte
328,24.0,male,83800.0,us,0,,El cliente solicitó un reembolso
372,40.0,male,32700.0,u.k.,0,,El cliente solicitó un reembolso
450,53.0,male,"$39,900",United States,0,,Nouveau compte
99,61.0,male,68600.0,Britain,0,,Necesita seguimiento
459,234.0,male,32300.0,United States,0,,Good standing account
392,60.0,male,36200.0,u.k.,0,,Necesita seguimiento
137,50.0,male,24700.0,United States,0,,Flagged for review
74,41.0,male,16000.0,United States,0,,Needs follow-up
312,,female,20300.0,United States,0,,Customer requested a refund
345,22.0,male,59500.0,United States,0,,Nouveau compte
20,51.0,female,49600.0,United States,0,,Le client a demandé un remboursement
122,67.0,female,21500.0,Canada,0,,Cliente VIP
270,32.0,male,"$29,200",U.S.,0,,Cliente VIP
378,56.0,male,"$38,800",USA,0,,El cliente solicitó un reembolso
22,64.0,male,78800.0,USA,0,,Necesita seguimiento
423,22.0,male,"$19,900",CAN,1,,Cuenta en buen estado
51,36.0,male,34100.0,canada,1,,Account closed
282,19.0,male,6800.0,United States,0,,Needs follow-up
208,37.0,male,26100.0,UK,0,,Good standing account
36,23.0,male,6400.0,USA,0,vtrffag@hotmail.com,Flagged for review
250,60.0,male,4300.0,USA,0,,Account closed
256,33.0,male,35000.0,US,0,,Flagged for review
201,42.0,female,24300.0,USA,0,,Bon état du compte
446,,male,25200.0,Canada,0,,Good standing account
6,37.0,female,12600.0,UK,0,,New registration
359,46.0,male,"$22,500",USA,0,,Account closed
255,39.0,male,35300.0,U.S.A,0,,Account closed
59,27.0,female,66200.0,Canada,0,,Cuenta en buen estado
350,46.0,male,35200.0,USA,0,,Bon état du compte
298,36.0,male,43000.0,USA,0,,Compte fermé
171,37.0,male,20900.0,USA,0,,Compte fermé
449,33.0,female,33900.0,USA,0,,Cuenta en buen estado
341,47.0,male,36500.0,USA,0,,Nouveau compte
462,50.0,male,98300.0,U.S.,0,,Flagged for review
87,28.0,male,30900.0,UK,0,,Necesita seguimiento
85,,male,29900.0,USA,0,,New registration
414,40.0,male,6900.0,US,0,,Customer requested a refund
97,39.0,female,12400.0,USA,0,,Le client a demandé un remboursement
55,36.0,male,58600.0,Canada,0,,El cliente solicitó un reembolso
356,55.0,female,26300.0,CAN,0,,Account closed
241,24.0,male,36300.0,canada,1,,Compte fermé
417,26.0,male,147700.0,Canada,0,,El cliente solicitó un reembolso
284,31.0,male,72000.0,United Kingdom,0,,Le client a demandé un remboursement
28,49.0,male,71400.0,Britain,0,,Needs follow-up
29,,male,19300.0,USA,0,,Flagged for review
76,22.0,male,27700.0,USA,0,,Good standing account
288,18.0,male,24600.0,USA,0,,Flagged for review
221,,male,32200.0,USA,0,,Good standing account
143,48.0,male,58400.0,united states,0,,Necesita seguimiento
194,57.0,female,44600.0,Britain,0,,Good standing account
124,34.0,male,36400.0,united states,1,,Le client a demandé un remboursement
16,52.0,male,69200.0,USA,0,,Customer requested a refund
435,68.0,female,49200.0,US,0,,VIP customer
189,59.0,male,15700.0,United Kingdom,0,,VIP customer
170,45.0,male,53900.0,United Kingdom,0,,Bon état du compte
283,,male,26500.0,U.S.A,0,,Flagged for review
304,43.0,male,256800.0,UK,0,,VIP customer
41,63.0,male,6600.0,United States,0,,Cliente VIP
383,40.0,male,225300.0,U.S.A,0,,Good standing account
347,64.0,male,63600.0,USA,0,,Le client a demandé un remboursement
83,45.0,male,45200.0,United Kingdom,0,,Bon état du compte
56,48.0,male,14900.0,canada,0,,New registration
420,65.0,male,"$60,300",U.S.A,0,,Bon état du compte
319,52.0,male,33300.0,USA,0,,Compte fermé
343,36.0,male,48600.0,U.S.A,0,,El cliente solicitó un reembolso
357,23.0,male,59600.0,USA,0,,Necesita seguimiento
20,58.0,male,33500.0,canada,0,,Necesita seguimiento
406,53.0,male,152600.0,United States,0,,Nouveau compte
68,23.0,female,29200.0,U.S.A,1,,Nouveau compte
269,48.0,male,116200.0,Canada,0,,Bon état du compte
91,58.0,male,13100.0,USA,1,,El cliente solicitó un reembolso
369,,female,36700.0,USA,0,,Nouveau compte
349,,male,81300.0,CAN,0,,Good standing account
295,58.0,female,49200.0,USA,0,,Nouveau compte
374,37.0,male,16800.0,U.S.A,0,,Good standing account
55,56.0,female,27200.0,Canada,0,,Customer requested a refund
35,58.0,female,24500.0,United States,0,,Bon état du compte
336,,male,102000.0,united states,0,,Customer requested a refund
210,66.0,male,14900.0,Canada,0,,Flagged for review
150,31.0,male,26900.0,United Kingdom,0,,Customer requested a refund
293,64.0,male,28000.0,USA,0,,Customer requested a refund
17,22.0,male,14100.0,USA,1,,Nouveau compte
278,66.0,male,"$34,600",USA,0,,Bon état du compte
206,59.0,male,"$57,100",United States,0,,Bon état du compte
332,49.0,female,67500.0,USA,0,,Needs follow-up
229,62.0,female,31700.0,canada,0,,New registration
81,42.0,male,26100.0,Canada,0,,Flagged for review
216,,male,37500.0,USA,1,,Good standing account
123,67.0,male,5700.0,CAN,0,,Flagged for review
88,67.0,male,19200.0,United States,0,,Cliente VIP
132,36.0,male,45400.0,USA,0,,Necesita seguimiento
166,31.0,male,26700.0,USA,0,,VIP customer
430,,male,15400.0,USA,0,,Customer requested a refund
338,48.0,male,39400.0,us,0,,Compte fermé
45,57.0,male,46600.0,USA,0,,El cliente solicitó un reembolso
225,52.0,male,27200.0,us,0,,VIP customer
364,,male,18600.0,Canada,0,,New registration
306,61.0,female,32400.0,USA,0,,VIP customer
51,67.0,male,43500.0,USA,0,,New registration
404,34.0,male,76100.0,USA,0,,Customer requested a refund
244,25.0,male,17800.0,UK,0,,El cliente solicitó un reembolso
290,35.0,male,33400.0,USA,0,,Cuenta en buen estado
219,59.0,male,14500.0,UK,0,,Le client a demandé un remboursement
302,33.0,male,103000.0,us,0,,New registration
217,64.0,male,123700.0,USA,0,,New registration
103,57.0,female,36400.0,Canada,0,,Necesita seguimiento
105,250.0,male,18300.0,USA,0,,Account closed
363,43.0,male,47500.0,USA,0,,Le client a demandé un remboursement
408,64.0,male,18200.0,u.k.,0,,Account closed
279,57.0,male,75100.0,United Kingdom,0,,Compte fermé
151,49.0,male,25600.0,CAN,0,,VIP customer
172,54.0,male,87900.0,USA,0,,Customer requested a refund
237,52.0,male,8600.0,USA,1,,Good standing account
146,33.0,male,118600.0,United States,0,,Flagged for review
254,,female,9700.0,USA,0,,Needs follow-up
187,39.0,male,33100.0,United Kingdom,0,,Account closed
214,,female,24700.0,USA,1,,Nouveau compte
396,58.0,male,132700.0,Britain,0,,Flagged for review
426,19.0,female,33400.0,USA,0,,Account closed
373,56.0,male,16600.0,United Kingdom,0,,Nouveau compte
149,50.0,male,22500.0,CAN,0,,El cliente solicitó un reembolso
422,,male,27200.0,Canada,0,uytrhrq@gmail.com,New registration
251,65.0,female,53000.0,United States,0,,Good standing account
